"student_id","ma_mon","ma_lop_hoc_phan","loai_hoc_phan","diem_thong_thuong","diem_giua_ky","diem_thuc_hanh_hien_tai","diem_thuc_hanh_tich_hop","diem_thuong_ky_lt_list","diem_giua_ky_lt"
"SV1243","INT1003","L01","tich_hop","","","","3.73","7.23,4.63","7.23"
"SV1244","INT1003","L01","tich_hop","","","","6.14","1.11,5.6","1.11"
"SV1244","INT1001","L01","tich_hop","","","","1.02","6.61,1.03","6.61"
"SV1244","GDTC101","L01","thuc_hanh","","","7.03,0.28,7.03","","",""
"SV1244","INT1002","L01","ly_thuyet","5.13,5.13","5.13","","","",""
"SV1245","INT1002","L01","ly_thuyet","7.5,7.5","7.5","","","",""
"SV1245","INT1003","L01","tich_hop","","","","7.61","8.38,5.51","8.38"
"SV1245","GDTC101","L01","thuc_hanh","","","9,1.52,9","","",""
"SV1246","INT1001","L01","tich_hop","","","","1.98","9.85,2.39","9.85"
"SV1246","INT1002","L01","ly_thuyet","9.34,9.34","9.34","","","",""
"SV1246","INT1003","L01","tich_hop","","","","1.76","4.85,1.91","4.85"
"SV1247","INT1001","L01","tich_hop","","","","1.54","7.38,6.33","7.38"
"SV1247","INT1003","L01","tich_hop","","","","1.33","1.77,2.88","1.77"
"SV1248","GDTC101","L01","thuc_hanh","","","1.17,2.5,1.17","","",""
"SV1248","INT1003","L01","tich_hop","","","","6.23","8.99,4.6","8.99"
"SV1248","INT1001","L01","tich_hop","","","","2.24","2.11,5.48","2.11"
"SV1249","INT1001","L01","tich_hop","","","","3.1","0.36,3.21","0.36"
"SV1249","INT1002","L01","ly_thuyet","1.87,1.87","1.87","","","",""
"SV1249","GDTC101","L01","thuc_hanh","","","9.81,0.96,9.81","","",""
"SV1249","INT1003","L01","tich_hop","","","","2.79","1.85,5.19","1.85"
"SV1250","GDTC101","L01","thuc_hanh","","","5.93,4.28,5.93","","",""
"SV1250","INT1002","L01","ly_thuyet","6.1,6.1","6.1","","","",""
"SV1250","GDQP102","L01","ly_thuyet","7.41,7.41","7.41","","","",""
"SV1251","INT1003","L01","tich_hop","","","","5.78","8.91,3.79","8.91"
"SV1251","INT1002","L01","ly_thuyet","1.97,1.97","1.97","","","",""
"SV1251","GDQP102","L01","ly_thuyet","4.36,4.36","4.36","","","",""
"SV1251","GDTC101","L01","thuc_hanh","","","4.42,4.4,4.42","","",""
"SV1252","INT1003","L01","tich_hop","","","","2.39","4.37,1.75","4.37"
"SV1252","GDQP102","L01","ly_thuyet","6.64,6.64","6.64","","","",""
"SV1252","INT1002","L01","ly_thuyet","9.26,9.26","9.26","","","",""
"SV1253","INT1002","L01","ly_thuyet","9.92,9.92","9.92","","","",""
"SV1253","INT1001","L01","tich_hop","","","","3.84","3.42,6.76","3.42"
"SV1253","GDTC101","L01","thuc_hanh","","","2.71,5.27,2.71","","",""
"SV1253","GDQP102","L01","ly_thuyet","8.62,8.62","8.62","","","",""
"SV1254","INT1002","L01","ly_thuyet","9.99,9.99","9.99","","","",""
"SV1254","GDQP102","L01","ly_thuyet","7.76,7.76","7.76","","","",""
"SV1255","INT1001","L01","tich_hop","","","","2.03","1,5.89","1"
"SV1255","GDTC101","L01","thuc_hanh","","","8.23,5.41,8.23","","",""
"SV1255","INT1003","L01","tich_hop","","","","4.36","7.89,5.09","7.89"
"SV1255","INT1002","L01","ly_thuyet","9.46,9.46","9.46","","","",""
"SV1256","INT1001","L01","tich_hop","","","","1.95","9.23,4.36","9.23"
"SV1256","GDQP102","L01","ly_thuyet","4.97,4.97","4.97","","","",""
"SV1256","INT1002","L01","ly_thuyet","6.04,6.04","6.04","","","",""
"SV1257","INT1003","L01","tich_hop","","","","3.17","7.65,2.86","7.65"
"SV1257","INT1002","L01","ly_thuyet","5.9,5.9","5.9","","","",""
"SV1257","INT1001","L01","tich_hop","","","","4.24","5.66,3.43","5.66"
"SV1257","GDQP102","L01","ly_thuyet","1.46,1.46","1.46","","","",""
"SV1258","GDQP102","L01","ly_thuyet","4.01,4.01","4.01","","","",""
"SV1258","INT1003","L01","tich_hop","","","","5.4","3.61,7.09","3.61"
"SV1258","INT1001","L01","tich_hop","","","","7.11","4.13,8.24","4.13"
"SV1258","INT1002","L01","ly_thuyet","5.71,5.71","5.71","","","",""
"SV1259","INT1003","L01","tich_hop","","","","2.13","3.4,5.37","3.4"
"SV1259","GDQP102","L01","ly_thuyet","5.83,5.83","5.83","","","",""
"SV1260","INT1003","L01","tich_hop","","","","5.57","0.73,6.47","0.73"
"SV1260","INT1002","L01","ly_thuyet","6.68,6.68","6.68","","","",""
"SV1260","GDQP102","L01","ly_thuyet","3.47,3.47","3.47","","","",""
"SV1260","GDTC101","L01","thuc_hanh","","","3,1.05,3","","",""
"SV1261","INT1003","L01","tich_hop","","","","9.4","9.44,9.73","9.44"
"SV1261","INT1001","L01","tich_hop","","","","2.69","2.87,4.31","2.87"
"SV1262","INT1003","L01","tich_hop","","","","3.07","6.82,5.77","6.82"
"SV1262","GDQP102","L01","ly_thuyet","1.61,1.61","1.61","","","",""
"SV1263","GDTC101","L01","thuc_hanh","","","8.59,6,8.59","","",""
"SV1263","GDQP102","L01","ly_thuyet","7.58,7.58","7.58","","","",""
"SV1263","INT1001","L01","tich_hop","","","","7.59","0.26,6.44","0.26"
"SV1264","INT1001","L01","tich_hop","","","","4","8.78,4.25","8.78"
"SV1264","GDTC101","L01","thuc_hanh","","","7.87,3.44,7.87","","",""
"SV1265","INT1003","L01","tich_hop","","","","2.98","5.08,4.65","5.08"
"SV1265","GDQP102","L01","ly_thuyet","9.93,9.93","9.93","","","",""
"SV1265","INT1001","L01","tich_hop","","","","5.85","7.92,7.44","7.92"
"SV1265","INT1002","L01","ly_thuyet","0.39,0.39","0.39","","","",""
"SV1266","INT1002","L01","ly_thuyet","8.79,8.79","8.79","","","",""
"SV1266","INT1001","L01","tich_hop","","","","5.23","0.35,5.04","0.35"
"SV1267","GDTC101","L01","thuc_hanh","","","1.39,7.5,1.39","","",""
"SV1267","INT1002","L01","ly_thuyet","9.91,9.91","9.91","","","",""
"SV1267","GDQP102","L01","ly_thuyet","0.84,0.84","0.84","","","",""
"SV1268","GDTC101","L01","thuc_hanh","","","1.12,5.34,1.12","","",""
"SV1268","GDQP102","L01","ly_thuyet","9.07,9.07","9.07","","","",""
"SV1268","INT1002","L01","ly_thuyet","5.47,5.47","5.47","","","",""
"SV1269","GDTC101","L01","thuc_hanh","","","6.91,1.5,6.91","","",""
"SV1269","INT1002","L01","ly_thuyet","7.23,7.23","7.23","","","",""
"SV1270","INT1003","L01","tich_hop","","","","1.48","1.79,3.87","1.79"
"SV1270","GDTC101","L01","thuc_hanh","","","7.75,2.49,7.75","","",""
"SV1270","INT1002","L01","ly_thuyet","9.4,9.4","9.4","","","",""
"SV1270","INT1001","L01","tich_hop","","","","7.6","9.98,4.71","9.98"
"SV1271","GDQP102","L01","ly_thuyet","9.97,9.97","9.97","","","",""
"SV1271","GDTC101","L01","thuc_hanh","","","9.55,3,9.55","","",""
"SV1271","INT1003","L01","tich_hop","","","","5.31","5.27,7.6","5.27"
"SV1271","INT1002","L01","ly_thuyet","4.66,4.66","4.66","","","",""
"SV1272","GDQP102","L01","ly_thuyet","9.39,9.39","9.39","","","",""
"SV1272","INT1003","L01","tich_hop","","","","6.68","9.93,7.59","9.93"
"SV1273","INT1002","L01","ly_thuyet","8.06,8.06","8.06","","","",""
"SV1273","INT1001","L01","tich_hop","","","","2.62","2.33,3.96","2.33"
"SV1274","GDTC101","L01","thuc_hanh","","","1.3,5.34,1.3","","",""
"SV1274","INT1002","L01","ly_thuyet","9.8,9.8","9.8","","","",""
"SV1274","INT1001","L01","tich_hop","","","","9.45","1.99,7.98","1.99"
"SV1275","INT1001","L01","tich_hop","","","","9.39","4.61,5.67","4.61"
"SV1275","GDTC101","L01","thuc_hanh","","","5.24,0.93,5.24","","",""
"SV1275","INT1003","L01","tich_hop","","","","3.11","4.48,6.93","4.48"
"SV1276","GDTC101","L01","thuc_hanh","","","7.93,7.13,7.93","","",""
"SV1276","INT1002","L01","ly_thuyet","2.16,2.16","2.16","","","",""
"SV1276","INT1001","L01","tich_hop","","","","5.43","0.94,6.27","0.94"
"SV1277","GDQP102","L01","ly_thuyet","8.82,8.82","8.82","","","",""
"SV1277","INT1002","L01","ly_thuyet","0.19,0.19","0.19","","","",""
"SV1277","INT1001","L01","tich_hop","","","","8.05","0.47,8.48","0.47"
"SV1277","GDTC101","L01","thuc_hanh","","","5.92,6.49,5.92","","",""
"SV1278","GDTC101","L01","thuc_hanh","","","5.03,9.83,5.03","","",""
"SV1278","INT1001","L01","tich_hop","","","","6.27","7.17,3.08","7.17"
"SV1278","INT1002","L01","ly_thuyet","1.08,1.08","1.08","","","",""
"SV1278","GDQP102","L01","ly_thuyet","4.94,4.94","4.94","","","",""
"SV1279","GDTC101","L01","thuc_hanh","","","5.39,1.14,5.39","","",""
"SV1279","INT1003","L01","tich_hop","","","","1.84","3.72,1.89","3.72"
"SV1279","INT1001","L01","tich_hop","","","","3.42","2.11,2.01","2.11"
"SV1280","INT1001","L01","tich_hop","","","","1.73","3.75,6.94","3.75"
"SV1280","INT1002","L01","ly_thuyet","5.24,5.24","5.24","","","",""
"SV1280","GDQP102","L01","ly_thuyet","6.02,6.02","6.02","","","",""
"SV1281","INT1001","L01","tich_hop","","","","6.59","4.55,4.35","4.55"
"SV1281","INT1002","L01","ly_thuyet","1.98,1.98","1.98","","","",""
"SV1281","GDTC101","L01","thuc_hanh","","","6.84,6.88,6.84","","",""
"SV1281","GDQP102","L01","ly_thuyet","6.96,6.96","6.96","","","",""
"SV1282","INT1003","L01","tich_hop","","","","8.75","1.64,7.45","1.64"
"SV1282","GDTC101","L01","thuc_hanh","","","6.24,0.22,6.24","","",""
"SV1282","INT1001","L01","tich_hop","","","","9.36","2.6,8.94","2.6"
"SV1283","INT1001","L01","tich_hop","","","","7.05","8.29,8.75","8.29"
"SV1283","GDQP102","L01","ly_thuyet","5.32,5.32","5.32","","","",""
"SV1283","GDTC101","L01","thuc_hanh","","","2.5,0.35,2.5","","",""
"SV1283","INT1003","L01","tich_hop","","","","1.91","9.89,4.19","9.89"
"SV1284","GDTC101","L01","thuc_hanh","","","6.34,3.76,6.34","","",""
"SV1284","INT1001","L01","tich_hop","","","","1.34","1.67,2.88","1.67"
"SV1285","INT1003","L01","tich_hop","","","","6.26","5.14,3.66","5.14"
"SV1285","GDTC101","L01","thuc_hanh","","","3.45,8.67,3.45","","",""
"SV1285","INT1001","L01","tich_hop","","","","2.34","3.45,4.88","3.45"
"SV1285","GDQP102","L01","ly_thuyet","0.33,0.33","0.33","","","",""
"SV1286","GDQP102","L01","ly_thuyet","9.5,9.5","9.5","","","",""
"SV1286","INT1003","L01","tich_hop","","","","4.91","0.95,3.8","0.95"
"SV1286","GDTC101","L01","thuc_hanh","","","9.47,6.01,9.47","","",""
"SV1287","GDQP102","L01","ly_thuyet","8.28,8.28","8.28","","","",""
"SV1287","INT1002","L01","ly_thuyet","1.82,1.82","1.82","","","",""
"SV1287","INT1003","L01","tich_hop","","","","9.27","0.81,4.66","0.81"
"SV1288","INT1003","L01","tich_hop","","","","1.43","7.58,3.28","7.58"
"SV1288","GDQP102","L01","ly_thuyet","5.1,5.1","5.1","","","",""
"SV1289","INT1002","L01","ly_thuyet","1.56,1.56","1.56","","","",""
"SV1289","INT1003","L01","tich_hop","","","","5.6","0.44,5.3","0.44"
"SV1289","INT1001","L01","tich_hop","","","","7.23","7.79,8.6","7.79"
"SV1289","GDTC101","L01","thuc_hanh","","","2.36,8.61,2.36","","",""
"SV1290","GDQP102","L01","ly_thuyet","1.94,1.94","1.94","","","",""
"SV1290","INT1003","L01","tich_hop","","","","6.42","5.23,8.31","5.23"
"SV1290","INT1002","L01","ly_thuyet","4.47,4.47","4.47","","","",""
"SV1290","GDTC101","L01","thuc_hanh","","","5.65,3.7,5.65","","",""
"SV1291","INT1003","L01","tich_hop","","","","4.84","2.31,7.78","2.31"
"SV1291","GDTC101","L01","thuc_hanh","","","3.47,4.74,3.47","","",""
"SV1292","GDTC101","L01","thuc_hanh","","","1.74,2.93,1.74","","",""
"SV1292","INT1003","L01","tich_hop","","","","1.13","3.14,3.75","3.14"
"SV1292","INT1001","L01","tich_hop","","","","3.58","6.87,7.47","6.87"
"SV1293","INT1002","L01","ly_thuyet","3.97,3.97","3.97","","","",""
"SV1293","INT1003","L01","tich_hop","","","","3.74","0.44,5.17","0.44"
"SV1293","GDQP102","L01","ly_thuyet","4.24,4.24","4.24","","","",""
"SV1294","INT1001","L01","tich_hop","","","","2.2","4.55,5.96","4.55"
"SV1294","GDTC101","L01","thuc_hanh","","","6.26,8.95,6.26","","",""
"SV1294","GDQP102","L01","ly_thuyet","9.34,9.34","9.34","","","",""
"SV1294","INT1003","L01","tich_hop","","","","1.56","4.79,2.37","4.79"
"SV1295","INT1003","L01","tich_hop","","","","5.54","9.65,4.55","9.65"
"SV1295","GDQP102","L01","ly_thuyet","6.99,6.99","6.99","","","",""
"SV1295","INT1001","L01","tich_hop","","","","4.31","4.43,3.95","4.43"
"SV1296","INT1001","L01","tich_hop","","","","6.47","0.82,7.22","0.82"
"SV1296","GDTC101","L01","thuc_hanh","","","7.17,8.26,7.17","","",""
"SV1296","INT1002","L01","ly_thuyet","3.1,3.1","3.1","","","",""
"SV1297","INT1001","L01","tich_hop","","","","2.2","7.97,2.65","7.97"
"SV1297","GDQP102","L01","ly_thuyet","1.04,1.04","1.04","","","",""
"SV1297","GDTC101","L01","thuc_hanh","","","3.93,1.02,3.93","","",""
"SV1298","INT1002","L01","ly_thuyet","1.64,1.64","1.64","","","",""
"SV1298","INT1001","L01","tich_hop","","","","1.9","6.26,6.84","6.26"
"SV1299","INT1002","L01","ly_thuyet","8.13,8.13","8.13","","","",""
"SV1299","INT1003","L01","tich_hop","","","","5.75","7.25,4.01","7.25"
"SV1299","INT1001","L01","tich_hop","","","","6.33","2.26,8.56","2.26"
"SV1300","GDTC101","L01","thuc_hanh","","","2.07,4.24,2.07","","",""
"SV1300","INT1002","L01","ly_thuyet","9.29,9.29","9.29","","","",""
"SV1300","INT1003","L01","tich_hop","","","","1.57","3.61,4.14","3.61"
"SV1300","GDQP102","L01","ly_thuyet","6.75,6.75","6.75","","","",""
"SV1301","INT1002","L01","ly_thuyet","0.09,0.09","0.09","","","",""
"SV1301","INT1001","L01","tich_hop","","","","8.89","7.22,8.92","7.22"
"SV1301","INT1003","L01","tich_hop","","","","6.7","1.88,7.83","1.88"
"SV1301","GDQP102","L01","ly_thuyet","2.2,2.2","2.2","","","",""
"SV1302","INT1001","L01","tich_hop","","","","7.32","6.77,6.56","6.77"
"SV1302","GDQP102","L01","ly_thuyet","2.23,2.23","2.23","","","",""
"SV1302","INT1003","L01","tich_hop","","","","4.25","1.56,3.54","1.56"
"SV1303","INT1003","L01","tich_hop","","","","6.27","6.08,5.24","6.08"
"SV1303","GDTC101","L01","thuc_hanh","","","7.22,10,7.22","","",""
"SV1304","INT1003","L01","tich_hop","","","","6.19","7.3,4.81","7.3"
"SV1304","GDTC101","L01","thuc_hanh","","","7.28,1.55,7.28","","",""
"SV1304","INT1001","L01","tich_hop","","","","7.29","1.07,8.59","1.07"
"SV1304","INT1002","L01","ly_thuyet","7.83,7.83","7.83","","","",""
"SV1305","GDTC101","L01","thuc_hanh","","","1.76,6.48,1.76","","",""
"SV1305","INT1001","L01","tich_hop","","","","5.44","9.09,8.01","9.09"
"SV1305","GDQP102","L01","ly_thuyet","3.73,3.73","3.73","","","",""
"SV1306","INT1002","L01","ly_thuyet","4.9,4.9","4.9","","","",""
"SV1306","INT1001","L01","tich_hop","","","","7.12","2.87,5.17","2.87"
"SV1307","GDQP102","L01","ly_thuyet","1.25,1.25","1.25","","","",""
"SV1307","INT1001","L01","tich_hop","","","","9.96","4.68,5.43","4.68"
"SV1307","INT1003","L01","tich_hop","","","","7.82","6.91,4.76","6.91"
"SV1308","GDTC101","L01","thuc_hanh","","","1.9,0.5,1.9","","",""
"SV1308","INT1001","L01","tich_hop","","","","4.57","4.6,5.52","4.6"
"SV1309","INT1001","L01","tich_hop","","","","1.1","3.84,1.44","3.84"
"SV1309","GDTC101","L01","thuc_hanh","","","9.41,8.21,9.41","","",""
"SV1310","INT1001","L01","tich_hop","","","","8.92","2.96,6.79","2.96"
"SV1310","INT1003","L01","tich_hop","","","","5.49","8.35,4.38","8.35"
"SV1311","INT1001","L01","tich_hop","","","","7.5","0.38,4.75","0.38"
"SV1311","INT1002","L01","ly_thuyet","9.73,9.73","9.73","","","",""
"SV1312","INT1001","L01","tich_hop","","","","8.37","3.12,6.42","3.12"
"SV1312","GDQP102","L01","ly_thuyet","7.94,7.94","7.94","","","",""
"SV1313","INT1003","L01","tich_hop","","","","4.73","8.39,4.79","8.39"
"SV1313","INT1001","L01","tich_hop","","","","2.88","1.67,1.82","1.67"
"SV1313","GDTC101","L01","thuc_hanh","","","7.08,0.34,7.08","","",""
"SV1313","INT1002","L01","ly_thuyet","4.62,4.62","4.62","","","",""
"SV1314","INT1001","L01","tich_hop","","","","7.13","1.11,7.46","1.11"
"SV1314","GDQP102","L01","ly_thuyet","9.5,9.5","9.5","","","",""
"SV1314","INT1003","L01","tich_hop","","","","9.89","0.61,7.59","0.61"
"SV1315","INT1002","L01","ly_thuyet","5.96,5.96","5.96","","","",""
"SV1315","INT1003","L01","tich_hop","","","","6.41","1.07,6.3","1.07"
"SV1316","INT1001","L01","tich_hop","","","","2.19","0.86,5.77","0.86"
"SV1316","GDTC101","L01","thuc_hanh","","","4,9.62,4","","",""
"SV1317","GDQP102","L01","ly_thuyet","3.91,3.91","3.91","","","",""
"SV1317","INT1001","L01","tich_hop","","","","3.22","5.11,7.37","5.11"
"SV1317","INT1002","L01","ly_thuyet","9.88,9.88","9.88","","","",""
"SV1317","INT1003","L01","tich_hop","","","","2.73","7.18,3.66","7.18"
"SV1318","INT1003","L01","tich_hop","","","","9.05","7.55,5.66","7.55"
"SV1318","GDQP102","L01","ly_thuyet","6.82,6.82","6.82","","","",""
"SV1318","INT1001","L01","tich_hop","","","","8.79","7.62,6.78","7.62"
"SV1318","INT1002","L01","ly_thuyet","7.39,7.39","7.39","","","",""
"SV1319","GDQP102","L01","ly_thuyet","9.76,9.76","9.76","","","",""
"SV1319","INT1001","L01","tich_hop","","","","5.71","5.2,6.8","5.2"
"SV1320","INT1002","L01","ly_thuyet","0.1,0.1","0.1","","","",""
"SV1320","INT1003","L01","tich_hop","","","","7.67","8.03,8.81","8.03"
"SV1321","INT1003","L01","tich_hop","","","","3.13","6.16,2.81","6.16"
"SV1321","INT1002","L01","ly_thuyet","0.09,0.09","0.09","","","",""
"SV1321","GDTC101","L01","thuc_hanh","","","8.74,5.09,8.74","","",""
"SV1321","INT1001","L01","tich_hop","","","","7.79","8,3.51","8"
"SV1322","INT1001","L01","tich_hop","","","","8.16","5.45,4.24","5.45"
"SV1322","INT1003","L01","tich_hop","","","","7.96","5.76,7.33","5.76"
"SV1322","INT1002","L01","ly_thuyet","3.42,3.42","3.42","","","",""
"SV1323","INT1002","L01","ly_thuyet","1.03,1.03","1.03","","","",""
"SV1323","GDQP102","L01","ly_thuyet","3.99,3.99","3.99","","","",""
"SV1323","INT1003","L01","tich_hop","","","","5.28","3.86,4.65","3.86"
"SV1323","GDTC101","L01","thuc_hanh","","","6.65,7.5,6.65","","",""
"SV1324","INT1003","L01","tich_hop","","","","1.96","1.96,3.79","1.96"
"SV1324","GDQP102","L01","ly_thuyet","7.06,7.06","7.06","","","",""
"SV1324","GDTC101","L01","thuc_hanh","","","4.26,1.72,4.26","","",""
"SV1324","INT1002","L01","ly_thuyet","7.43,7.43","7.43","","","",""
"SV1325","INT1001","L01","tich_hop","","","","1.96","1.25,4.33","1.25"
"SV1325","INT1002","L01","ly_thuyet","7.14,7.14","7.14","","","",""
"SV1325","GDQP102","L01","ly_thuyet","0.08,0.08","0.08","","","",""
"SV1325","INT1003","L01","tich_hop","","","","3.7","5.58,3.33","5.58"
"SV1326","INT1003","L01","tich_hop","","","","1.41","7.09,4.98","7.09"
"SV1326","INT1002","L01","ly_thuyet","2.02,2.02","2.02","","","",""
"SV1326","GDTC101","L01","thuc_hanh","","","1.74,0.61,1.74","","",""
"SV1327","GDQP102","L01","ly_thuyet","0.14,0.14","0.14","","","",""
"SV1327","INT1003","L01","tich_hop","","","","4.78","0.87,2.67","0.87"
"SV1327","INT1002","L01","ly_thuyet","8.54,8.54","8.54","","","",""
"SV1328","GDQP102","L01","ly_thuyet","7.78,7.78","7.78","","","",""
"SV1328","INT1001","L01","tich_hop","","","","9.45","7.67,8.8","7.67"
"SV1328","INT1003","L01","tich_hop","","","","1.1","1.49,6.01","1.49"
"SV1329","INT1002","L01","ly_thuyet","7.34,7.34","7.34","","","",""
"SV1329","INT1001","L01","tich_hop","","","","4.54","1.33,6.96","1.33"
"SV1329","GDTC101","L01","thuc_hanh","","","9.71,1.09,9.71","","",""
"SV1329","GDQP102","L01","ly_thuyet","7.51,7.51","7.51","","","",""
"SV1330","INT1002","L01","ly_thuyet","4.26,4.26","4.26","","","",""
"SV1330","INT1003","L01","tich_hop","","","","9.15","3.55,6.81","3.55"
"SV1330","INT1001","L01","tich_hop","","","","1.97","8.62,2.65","8.62"
"SV1330","GDTC101","L01","thuc_hanh","","","2.01,0.8,2.01","","",""
"SV1331","GDQP102","L01","ly_thuyet","2.49,2.49","2.49","","","",""
"SV1331","GDTC101","L01","thuc_hanh","","","6.38,6.12,6.38","","",""
"SV1331","INT1003","L01","tich_hop","","","","6.74","8.5,8.26","8.5"
"SV1331","INT1001","L01","tich_hop","","","","5.93","6.37,3.6","6.37"
"SV1332","INT1003","L01","tich_hop","","","","6.13","7.85,6.65","7.85"
"SV1332","INT1002","L01","ly_thuyet","0.6,0.6","0.6","","","",""
"SV1332","INT1001","L01","tich_hop","","","","1.25","2.41,4.13","2.41"
"SV1333","INT1003","L01","tich_hop","","","","8.05","4.54,7.34","4.54"
"SV1333","INT1001","L01","tich_hop","","","","7.4","5.42,4.66","5.42"
"SV1334","INT1001","L01","tich_hop","","","","3.56","7.98,2.97","7.98"
"SV1334","GDQP102","L01","ly_thuyet","1.87,1.87","1.87","","","",""
"SV1335","GDQP102","L01","ly_thuyet","6.07,6.07","6.07","","","",""
"SV1335","INT1002","L01","ly_thuyet","4.25,4.25","4.25","","","",""
"SV1335","INT1001","L01","tich_hop","","","","1.44","6.23,3.14","6.23"
"SV1335","GDTC101","L01","thuc_hanh","","","6.93,4.25,6.93","","",""
"SV1336","INT1001","L01","tich_hop","","","","3.67","5.14,6.59","5.14"
"SV1336","GDQP102","L01","ly_thuyet","8.03,8.03","8.03","","","",""
"SV1336","INT1002","L01","ly_thuyet","8.8,8.8","8.8","","","",""
"SV1336","GDTC101","L01","thuc_hanh","","","8.02,2.14,8.02","","",""
"SV1337","INT1002","L01","ly_thuyet","2.42,2.42","2.42","","","",""
"SV1337","INT1003","L01","tich_hop","","","","3.05","3.08,2.48","3.08"
"SV1338","INT1003","L01","tich_hop","","","","7.32","7.38,4.31","7.38"
"SV1338","INT1001","L01","tich_hop","","","","7.68","3.79,5.79","3.79"
"SV1338","GDTC101","L01","thuc_hanh","","","6.95,4.68,6.95","","",""
"SV1338","INT1002","L01","ly_thuyet","2.78,2.78","2.78","","","",""
"SV1339","INT1002","L01","ly_thuyet","1.85,1.85","1.85","","","",""
"SV1339","INT1001","L01","tich_hop","","","","2.75","2.67,4.37","2.67"
"SV1339","GDTC101","L01","thuc_hanh","","","1.12,9.07,1.12","","",""
"SV1340","GDTC101","L01","thuc_hanh","","","6.7,4.61,6.7","","",""
"SV1340","GDQP102","L01","ly_thuyet","9.24,9.24","9.24","","","",""
"SV1341","GDTC101","L01","thuc_hanh","","","2.1,9.38,2.1","","",""
"SV1341","GDQP102","L01","ly_thuyet","8.32,8.32","8.32","","","",""
"SV1341","INT1001","L01","tich_hop","","","","6.47","8.36,7.17","8.36"
"SV1341","INT1003","L01","tich_hop","","","","8.03","8.56,5.02","8.56"
"SV1342","INT1001","L01","tich_hop","","","","2.32","3.99,6.9","3.99"
"SV1342","GDQP102","L01","ly_thuyet","4.68,4.68","4.68","","","",""
"SV1342","GDTC101","L01","thuc_hanh","","","2.44,6.24,2.44","","",""
"SV1342","INT1002","L01","ly_thuyet","6.56,6.56","6.56","","","",""
"SV1343","GDQP102","L01","ly_thuyet","9.91,9.91","9.91","","","",""
"SV1343","GDTC101","L01","thuc_hanh","","","5.78,9.59,5.78","","",""
"SV1343","INT1002","L01","ly_thuyet","6.51,6.51","6.51","","","",""
"SV1343","INT1003","L01","tich_hop","","","","9.72","7.43,9.31","7.43"
"SV1344","GDQP102","L01","ly_thuyet","8.36,8.36","8.36","","","",""
"SV1344","INT1003","L01","tich_hop","","","","2.72","1.59,5.78","1.59"
"SV1344","INT1001","L01","tich_hop","","","","7.55","4.86,4.35","4.86"
"SV1345","GDTC101","L01","thuc_hanh","","","8.29,6.99,8.29","","",""
"SV1345","INT1003","L01","tich_hop","","","","3.22","8.17,6.55","8.17"
"SV1346","INT1003","L01","tich_hop","","","","7.63","7.04,5.62","7.04"
"SV1346","GDQP102","L01","ly_thuyet","3.15,3.15","3.15","","","",""
"SV1346","INT1001","L01","tich_hop","","","","6.28","4.14,5.44","4.14"
"SV1346","INT1002","L01","ly_thuyet","6.13,6.13","6.13","","","",""
"SV1347","INT1001","L01","tich_hop","","","","1.48","6.72,7.06","6.72"
"SV1347","GDQP102","L01","ly_thuyet","2.37,2.37","2.37","","","",""
"SV1347","INT1002","L01","ly_thuyet","6.21,6.21","6.21","","","",""
"SV1347","INT1003","L01","tich_hop","","","","4.62","7.25,6.04","7.25"
"SV1348","INT1002","L01","ly_thuyet","5.79,5.79","5.79","","","",""
"SV1348","INT1003","L01","tich_hop","","","","4.73","5.24,5.55","5.24"
"SV1349","GDTC101","L01","thuc_hanh","","","2.3,4.89,2.3","","",""
"SV1349","GDQP102","L01","ly_thuyet","4.96,4.96","4.96","","","",""
"SV1350","INT1003","L01","tich_hop","","","","1.71","4.57,1.69","4.57"
"SV1350","INT1002","L01","ly_thuyet","2.92,2.92","2.92","","","",""
"SV1350","GDQP102","L01","ly_thuyet","8.28,8.28","8.28","","","",""
"SV1351","INT1003","L01","tich_hop","","","","1.56","2.47,6","2.47"
"SV1351","GDTC101","L01","thuc_hanh","","","7.3,1.54,7.3","","",""
"SV1351","INT1002","L01","ly_thuyet","6.47,6.47","6.47","","","",""
"SV1351","GDQP102","L01","ly_thuyet","5.8,5.8","5.8","","","",""
"SV1352","INT1003","L01","tich_hop","","","","1.06","7.21,5.48","7.21"
"SV1352","INT1001","L01","tich_hop","","","","8.01","5.84,8.8","5.84"
"SV1353","GDTC101","L01","thuc_hanh","","","1.94,2.51,1.94","","",""
"SV1353","INT1001","L01","tich_hop","","","","9.56","4.67,9.84","4.67"
"SV1354","INT1002","L01","ly_thuyet","8.05,8.05","8.05","","","",""
"SV1354","GDQP102","L01","ly_thuyet","0.87,0.87","0.87","","","",""
"SV1354","GDTC101","L01","thuc_hanh","","","6.91,5.36,6.91","","",""
"SV1354","INT1001","L01","tich_hop","","","","4.11","7.37,7.63","7.37"
"SV1355","INT1002","L01","ly_thuyet","5.03,5.03","5.03","","","",""
"SV1355","INT1003","L01","tich_hop","","","","9.64","5.73,4.98","5.73"
"SV1355","INT1001","L01","tich_hop","","","","3.3","4.55,5.79","4.55"
"SV1356","INT1003","L01","tich_hop","","","","5.53","2.62,3.62","2.62"
"SV1356","INT1002","L01","ly_thuyet","3.28,3.28","3.28","","","",""
"SV1356","GDQP102","L01","ly_thuyet","0.74,0.74","0.74","","","",""
